Date,User_ID,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
2024-05-10,372,Water,Beverages,176,8.8,81.9,40.7,3.8,6.8,33,185,Snack,218
2024-05-27,129,Grapes,Fruits,523,7.6,13.0,25.8,1.9,13.5,931,125,Snack,377
2024-09-06,739,Banana,Fruits,514,44.7,87.5,37.6,7.5,37.5,308,34,Lunch,347
2024-02-22,801,Tomato,Vegetables,154,35.1,99.5,37.0,3.2,47.9,768,156,Dinner,521
2024-10-03,276,Grapes,Fruits,483,47.9,66.7,7.9,3.6,28.4,853,286,Breakfast,128
2024-04-25,152,Carrot,Vegetables,230,41.5,40.2,46.6,7.8,40.9,160,134,Snack,437
2024-03-31,34,Cheese,Dairy,479,17.2,38.4,48.1,9.5,33.1,456,98,Snack,337
2024-09-29,373,Rice,Grains,64,32.9,58.3,28.8,2.3,44.3,252,22,Dinner,583
2024-08-21,683,Butter,Dairy,171,16.9,25.4,6.9,4.0,43.2,719,225,Snack,830
2024-03-07,81,Pasta,Grains,109,12.8,34.7,49.4,7.4,38.6,381,65,Dinner,421
2024-03-05,494,Pasta,Grains,171,30.4,5.7,5.7,6.1,22.5,982,209,Snack,621
2024-10-13,605,Orange,Fruits,591,42.8,92.1,19.7,4.0,16.9,827,202,Lunch,369
2024-09-26,678,Water,Beverages,559,2.6,50.6,9.4,7.2,36.9,698,130,Lunch,864
2024-07-11,607,Beef Steak,Meat,233,37.0,41.9,8.2,3.4,20.6,906,3,Dinner,137
2024-04-26,465,Strawberry,Fruits,323,34.6,65.4,6.3,4.3,27.1,327,6,Breakfast,639
2024-01-20,844,Green Tea,Beverages,205,37.4,43.4,10.7,3.7,8.3,814,52,Dinner,162
2024-09-20,672,Strawberry,Fruits,539,44.2,18.6,33.6,8.2,29.3,825,228,Lunch,808
2024-01-14,488,Cookies,Snacks,558,8.8,65.1,15.3,3.3,34.6,884,31,Lunch,520
2024-10-19,593,Green Tea,Beverages,160,2.6,45.6,10.3,4.9,30.4,607,178,Lunch,956
2024-03-04,67,Green Tea,Beverages,231,33.8,57.6,35.7,6.6,12.8,113,107,Breakfast,827
2024-07-27,188,Grapes,Fruits,151,23.2,79.2,43.5,1.1,31.3,659,17,Dinner,408
2024-07-19,96,Cheese,Dairy,448,47.6,62.4,37.3,1.9,47.1,457,164,Breakfast,163
2024-08-11,346,Coffee,Beverages,567,22.6,78.5,2.5,9.4,4.6,900,150,Lunch,260
2024-06-06,20,Carrot,Vegetables,511,11.9,61.1,2.2,4.3,9.6,743,78,Lunch,649
2024-11-17,660,Paneer,Dairy,186,37.9,25.9,16.7,8.4,24.4,64,146,Snack,264
2024-02-28,468,Spinach,Vegetables,92,28.3,36.4,4.5,7.6,4.4,140,240,Breakfast,930
2024-07-29,900,Quinoa,Grains,430,33.7,40.7,27.9,6.6,46.9,714,294,Lunch,522
2024-03-17,761,Chips,Snacks,285,2.2,16.4,25.4,9.5,2.3,626,118,Breakfast,375
2024-04-30,37,Quinoa,Grains,173,28.6,48.3,10.8,5.6,31.9,563,216,Lunch,843
2024-04-02,537,Eggs,Meat,308,40.3,52.1,9.2,9.9,11.4,146,250,Snack,261
2024-06-22,54,Green Tea,Beverages,104,13.5,34.2,35.1,2.5,44.7,773,92,Dinner,874
2024-05-15,888,Milkshake,Beverages,428,46.9,68.3,3.4,4.5,30.6,644,162,Breakfast,850
2024-01-28,182,Paneer,Dairy,351,8.7,23.3,2.2,0.3,22.3,444,58,Snack,661
2024-12-22,879,Paneer,Dairy,375,48.3,23.4,27.2,8.2,46.6,330,16,Snack,709
2024-03-29,988,Milk,Dairy,565,33.9,48.3,10.1,9.7,44.6,140,180,Breakfast,141
2024-05-27,783,Yogurt,Dairy,64,48.3,45.5,32.5,2.4,31.3,907,234,Lunch,918
2024-02-03,519,Strawberry,Fruits,435,6.2,83.1,44.4,0.1,26.3,685,273,Snack,285
2024-03-14,990,Apple,Fruits,281,17.8,34.8,36.5,1.9,16.6,957,36,Breakfast,748
2024-04-05,21,Chocolate,Snacks,101,36.2,89.7,29.4,1.6,11.5,657,285,Breakfast,890
2024-08-05,453,Pork Chop,Meat,424,1.0,54.6,13.1,4.8,2.4,544,18,Lunch,288
2024-07-09,902,Butter,Dairy,341,5.3,11.8,47.0,8.1,0.9,646,122,Breakfast,661
2024-01-23,412,Water,Beverages,290,35.4,67.5,35.9,7.4,49.0,909,120,Snack,661
2024-07-09,125,Paneer,Dairy,404,16.5,86.9,34.5,9.9,22.4,72,115,Lunch,428
2024-08-15,923,Pasta,Grains,452,7.9,24.0,27.0,8.5,38.7,666,257,Dinner,923
2024-04-27,141,Chicken Breast,Meat,150,45.3,70.0,23.7,9.1,13.7,382,44,Lunch,191
2024-05-30,309,Yogurt,Dairy,225,3.5,72.3,47.0,3.4,49.4,816,145,Dinner,321
2024-08-26,714,Strawberry,Fruits,320,46.8,94.5,38.7,6.5,39.4,875,236,Dinner,184
2024-02-16,680,Orange,Fruits,262,3.6,41.5,31.8,2.1,21.4,208,230,Lunch,850
2024-01-22,289,Banana,Fruits,52,9.3,63.3,16.0,5.1,7.9,981,207,Breakfast,305
2024-07-08,78,Spinach,Vegetables,569,26.3,85.9,11.3,2.1,19.5,946,36,Snack,213
2024-06-26,674,Popcorn,Snacks,253,41.7,97.0,33.7,2.8,15.4,132,6,Dinner,330
2024-08-23,575,Carrot,Vegetables,74,31.9,65.1,7.2,7.7,30.9,295,83,Snack,335
2024-12-05,799,Cookies,Snacks,509,39.9,11.5,12.0,5.9,32.5,981,207,Dinner,248
2024-11-18,704,Strawberry,Fruits,382,47.0,62.4,5.1,7.5,45.4,503,29,Dinner,742
2024-05-27,975,Milkshake,Beverages,305,11.4,74.6,30.2,3.9,48.0,39,294,Dinner,309
2024-07-24,948,Carrot,Vegetables,409,25.6,52.2,27.5,5.3,45.8,411,14,Lunch,468
2024-06-10,831,Yogurt,Dairy,510,32.8,43.4,11.8,3.2,49.9,480,109,Breakfast,878
2024-09-19,657,Green Tea,Beverages,470,34.6,98.2,11.4,5.2,17.4,246,56,Lunch,764
2024-01-11,507,Paneer,Dairy,464,18.1,70.7,48.3,0.6,10.0,530,86,Breakfast,908
2024-12-23,198,Orange Juice,Beverages,351,27.0,18.9,13.1,6.8,35.2,599,297,Snack,816
2024-10-29,699,Orange,Fruits,490,8.2,92.5,41.6,9.4,31.7,525,213,Snack,646
2024-05-27,719,Orange,Fruits,164,8.3,84.7,13.1,3.9,48.4,254,259,Dinner,879
2024-01-09,867,Eggs,Meat,64,46.3,26.7,15.5,1.1,13.7,24,292,Snack,834
2024-09-28,495,Green Tea,Beverages,74,18.9,82.1,40.5,0.6,45.9,994,96,Breakfast,958
2024-08-21,548,Spinach,Vegetables,335,15.3,10.9,28.0,9.0,12.9,995,243,Breakfast,425
2024-10-16,510,Quinoa,Grains,416,36.0,98.3,39.2,4.9,6.4,631,272,Dinner,175
2024-09-08,336,Butter,Dairy,374,9.4,20.4,42.2,3.8,46.2,804,210,Lunch,451
2024-02-28,533,Cheese,Dairy,167,36.7,94.9,17.3,4.1,7.4,931,291,Dinner,268
2024-03-28,600,Cheese,Dairy,180,22.4,17.0,43.6,1.5,49.9,166,300,Breakfast,342
2024-08-23,64,Green Tea,Beverages,354,43.0,72.5,21.8,9.2,24.3,242,47,Dinner,991
2024-07-19,37,Butter,Dairy,507,23.5,69.2,9.7,2.6,39.2,196,77,Dinner,153
2024-06-15,48,Quinoa,Grains,418,39.4,92.0,27.0,8.3,0.2,96,299,Breakfast,957
2024-08-28,691,Water,Beverages,311,21.6,12.3,32.4,2.9,45.3,115,53,Lunch,573
2024-09-22,375,Potato,Vegetables,515,38.3,46.1,23.8,3.9,46.6,434,296,Dinner,344
2024-11-05,698,Potato,Vegetables,344,43.4,99.3,18.3,7.1,14.7,491,45,Lunch,610
2024-02-10,947,Green Tea,Beverages,149,39.8,13.1,18.8,1.3,12.7,357,146,Snack,106
2024-03-26,610,Strawberry,Fruits,395,36.0,65.9,8.7,4.0,35.5,449,71,Breakfast,809
2024-08-03,889,Chicken Breast,Meat,55,36.0,62.2,43.9,6.7,17.1,606,233,Dinner,817
2024-02-13,406,Popcorn,Snacks,402,17.7,43.3,49.0,7.9,38.5,697,19,Breakfast,396
2024-04-08,115,Yogurt,Dairy,496,11.2,89.2,36.1,3.6,29.6,538,119,Dinner,983
2024-06-15,960,Cheese,Dairy,290,28.5,88.5,21.5,0.0,14.6,243,94,Lunch,150
2024-08-16,364,Potato,Vegetables,65,24.7,8.5,48.5,7.2,34.4,115,137,Lunch,388
2024-06-10,613,Water,Beverages,590,11.5,90.0,13.5,2.0,31.8,512,289,Breakfast,293
2024-12-11,35,Cheese,Dairy,311,21.3,23.1,29.5,9.5,49.2,683,91,Dinner,748
2024-12-06,929,Water,Beverages,141,5.6,65.9,9.4,3.0,41.6,522,69,Dinner,223
2024-05-13,175,Paneer,Dairy,296,47.2,28.2,34.1,2.7,15.0,603,143,Breakfast,884
2024-04-03,566,Chips,Snacks,505,21.0,51.5,14.2,8.6,27.6,693,73,Dinner,129
2024-04-13,180,Broccoli,Vegetables,145,18.5,82.0,21.7,9.9,39.0,371,120,Dinner,267
2024-07-23,367,Quinoa,Grains,468,7.6,12.1,49.2,7.5,18.1,321,67,Dinner,851
2024-12-10,929,Bread,Grains,586,3.9,77.0,27.3,9.8,33.1,192,223,Dinner,728
2024-02-06,162,Pork Chop,Meat,296,33.0,85.7,19.6,1.5,48.5,385,242,Lunch,457
2024-01-27,692,Apple,Fruits,89,46.9,24.2,46.2,9.9,40.7,187,251,Lunch,311
2024-01-16,143,Beef Steak,Meat,192,46.6,74.5,27.9,0.5,5.4,271,62,Dinner,153
2024-04-21,149,Grapes,Fruits,363,4.8,30.3,38.2,5.1,28.2,230,67,Breakfast,129
2024-07-07,91,Popcorn,Snacks,354,37.1,59.3,6.7,0.5,1.9,121,51,Breakfast,992
2024-06-21,833,Apple,Fruits,566,20.0,36.1,23.9,4.7,36.9,654,41,Dinner,749
2024-04-30,257,Rice,Grains,532,18.1,6.2,35.0,4.9,16.8,714,250,Lunch,911
2024-05-18,166,Yogurt,Dairy,591,42.9,13.8,35.6,0.4,43.8,104,87,Lunch,716
2024-03-24,899,Yogurt,Dairy,89,45.2,75.9,19.9,2.1,17.1,306,105,Snack,149
2024-05-24,518,Chocolate,Snacks,442,49.5,41.8,41.7,0.1,30.8,243,113,Snack,537
2024-11-13,69,Cheese,Dairy,272,25.9,33.5,48.5,7.1,42.2,505,18,Dinner,448
2024-01-07,50,Eggs,Meat,570,36.9,12.0,18.5,4.8,6.8,847,223,Dinner,750
2024-09-16,827,Chocolate,Snacks,239,34.0,35.4,9.1,2.6,41.2,753,127,Breakfast,365
2024-06-27,318,Coffee,Beverages,446,34.6,63.5,36.3,9.2,21.2,628,64,Snack,315
2024-12-08,451,Butter,Dairy,552,20.2,49.8,6.0,0.2,33.5,438,213,Breakfast,844
2024-07-20,236,Spinach,Vegetables,329,15.9,6.6,12.5,6.0,49.9,999,186,Dinner,139
2024-02-24,879,Oats,Grains,502,3.8,29.3,5.1,3.8,17.4,398,242,Lunch,118
2024-07-04,875,Butter,Dairy,382,48.2,16.6,6.9,7.9,32.2,80,149,Breakfast,309
2024-09-14,339,Banana,Fruits,130,20.6,70.3,19.7,7.0,34.2,691,144,Dinner,591
2024-12-02,203,Oats,Grains,373,32.0,66.1,3.2,5.0,20.3,89,176,Snack,628
2024-03-21,267,Beef Steak,Meat,404,32.6,99.1,36.5,9.6,39.0,246,258,Snack,367
2024-05-25,671,Banana,Fruits,557,30.2,26.7,11.4,1.9,36.0,466,228,Dinner,488
2024-01-30,235,Chocolate,Snacks,560,11.3,44.4,33.8,5.0,6.5,109,184,Breakfast,197
2024-07-28,574,Strawberry,Fruits,243,27.7,27.9,16.1,9.4,2.8,928,106,Snack,772
2024-02-14,340,Cookies,Snacks,326,26.1,88.7,1.5,4.9,1.2,910,234,Snack,458
2024-01-18,838,Popcorn,Snacks,389,6.9,37.3,21.8,6.3,22.2,136,234,Snack,146
2024-01-12,912,Apple,Fruits,158,47.8,82.8,19.2,3.7,41.2,487,210,Snack,804
2024-09-08,131,Pork Chop,Meat,231,5.1,68.1,10.0,7.5,14.5,370,28,Snack,491
2024-10-30,790,Grapes,Fruits,523,4.0,86.5,10.1,2.8,37.4,63,29,Snack,799
2024-04-14,723,Spinach,Vegetables,148,49.2,21.2,24.1,7.1,9.7,253,298,Breakfast,656
2024-12-20,654,Cookies,Snacks,463,37.7,22.3,3.2,2.5,22.6,632,170,Snack,160
2024-10-15,210,Spinach,Vegetables,175,26.4,67.6,31.1,6.8,39.9,896,219,Dinner,324
2024-02-18,288,Spinach,Vegetables,366,40.1,88.0,19.1,3.2,22.6,990,147,Dinner,798
2024-06-23,243,Potato,Vegetables,147,10.8,12.4,2.1,4.7,10.9,767,61,Lunch,663
2024-07-31,889,Nuts,Snacks,504,14.3,79.1,18.8,2.6,36.8,348,13,Lunch,123
2024-12-27,810,Yogurt,Dairy,71,4.2,30.6,27.1,1.7,20.5,47,98,Snack,801
2024-08-29,327,Beef Steak,Meat,266,32.2,5.2,18.2,2.0,0.1,495,130,Breakfast,785
2024-04-22,420,Green Tea,Beverages,220,31.6,23.8,29.6,2.3,22.8,548,223,Lunch,399
2024-09-28,471,Eggs,Meat,277,47.4,79.2,6.1,9.8,30.5,129,91,Breakfast,480
2024-03-20,336,Nuts,Snacks,96,10.5,18.5,12.5,9.6,40.1,692,141,Breakfast,736
2024-07-05,722,Tomato,Vegetables,388,23.0,9.1,49.5,3.2,41.3,782,57,Snack,692
2024-09-10,568,Pork Chop,Meat,477,45.3,13.0,38.1,6.7,32.3,995,298,Breakfast,247
2024-06-19,793,Orange,Fruits,453,49.8,38.7,17.6,5.6,15.5,147,106,Dinner,360
2024-11-22,476,Grapes,Fruits,205,1.4,54.0,41.3,7.9,23.7,335,203,Breakfast,588
2024-08-25,32,Salmon,Meat,491,29.3,11.2,31.2,10.0,8.9,189,272,Snack,752
2024-12-17,621,Oats,Grains,61,47.9,89.8,48.3,0.4,33.7,546,216,Lunch,447
2024-11-29,994,Popcorn,Snacks,543,24.0,42.5,42.8,2.3,23.2,305,54,Lunch,597
2024-08-29,47,Green Tea,Beverages,434,24.2,62.4,30.6,0.7,47.1,656,238,Lunch,748
2024-02-04,195,Spinach,Vegetables,145,20.9,78.7,38.4,4.3,44.4,411,130,Snack,413
2024-04-18,145,Apple,Fruits,550,41.2,37.6,45.0,3.3,15.2,492,7,Dinner,387
2024-06-12,103,Chicken Breast,Meat,217,47.8,79.4,14.5,7.6,21.6,406,8,Dinner,284
2024-01-19,122,Cheese,Dairy,173,24.6,19.5,28.8,2.3,0.8,635,247,Breakfast,675
2024-11-21,732,Chips,Snacks,337,9.0,43.6,22.7,0.1,12.3,976,258,Lunch,667
2024-07-12,370,Orange,Fruits,280,36.6,28.3,11.6,0.3,39.8,201,42,Breakfast,737
2024-02-13,608,Strawberry,Fruits,338,22.5,83.6,48.7,6.3,44.9,398,26,Dinner,775
2024-12-27,5,Potato,Vegetables,209,29.0,30.1,18.3,0.3,49.2,403,290,Snack,704
2024-08-01,853,Pasta,Grains,577,23.5,40.3,17.8,1.8,30.4,665,168,Breakfast,628
2024-05-30,499,Potato,Vegetables,440,42.9,20.8,39.0,3.4,32.5,677,31,Dinner,875
2024-12-31,195,Popcorn,Snacks,254,3.0,14.2,40.6,9.4,31.5,694,135,Lunch,753
2024-05-23,8,Carrot,Vegetables,351,14.0,49.7,47.9,0.8,26.9,472,127,Dinner,724
2024-10-28,474,Water,Beverages,424,4.0,28.6,47.8,5.4,29.3,527,259,Breakfast,184
2024-07-02,208,Spinach,Vegetables,508,13.1,29.6,47.7,8.4,31.7,743,256,Snack,654
2024-10-28,472,Rice,Grains,331,26.4,42.8,27.2,2.9,41.8,650,40,Breakfast,902
2024-04-22,790,Beef Steak,Meat,590,38.6,21.3,5.0,1.1,37.3,164,78,Snack,230
2024-12-09,695,Carrot,Vegetables,563,46.6,89.5,34.4,6.1,8.6,528,56,Snack,122
2024-01-21,85,Grapes,Fruits,177,19.7,74.0,14.2,9.9,5.3,943,141,Dinner,414
2024-05-16,119,Nuts,Snacks,332,40.4,40.4,1.4,9.6,45.2,836,129,Lunch,566
2024-12-23,372,Popcorn,Snacks,292,14.1,77.0,13.9,7.0,44.7,615,274,Snack,682
2024-11-01,208,Potato,Vegetables,420,42.9,43.4,8.6,9.1,32.7,593,257,Lunch,144
2024-05-05,462,Coffee,Beverages,285,27.0,72.0,19.9,2.5,22.0,504,171,Breakfast,506
2024-07-28,953,Bread,Grains,538,37.4,88.4,13.4,0.8,20.3,400,205,Lunch,756
2024-03-15,372,Popcorn,Snacks,517,25.6,85.3,3.9,6.2,25.5,721,20,Lunch,672
2024-02-25,315,Paneer,Dairy,429,15.2,49.4,26.4,8.2,5.9,92,0,Breakfast,932
2024-06-30,333,Tomato,Vegetables,246,46.6,42.4,23.2,1.2,37.6,372,122,Snack,380
2024-08-31,780,Coffee,Beverages,261,25.5,69.4,38.4,9.3,27.9,118,291,Dinner,853
2024-05-27,69,Popcorn,Snacks,83,14.1,50.8,12.9,9.9,31.9,702,110,Breakfast,402
2024-01-25,3,Milkshake,Beverages,84,40.2,89.2,30.2,5.6,27.2,688,84,Dinner,118
2024-03-26,383,Potato,Vegetables,548,33.7,89.8,3.5,0.7,24.3,809,170,Dinner,736
2024-03-04,51,Oats,Grains,277,9.3,93.1,18.7,2.8,39.6,376,158,Breakfast,392
2024-11-20,519,Carrot,Vegetables,89,16.0,95.9,8.1,8.9,27.4,343,0,Snack,677
2024-02-07,64,Oats,Grains,454,4.6,58.3,28.2,6.8,25.9,149,58,Breakfast,981
2024-02-11,458,Potato,Vegetables,164,2.5,49.0,41.2,5.8,14.1,982,229,Breakfast,235
2024-10-08,658,Pork Chop,Meat,432,34.9,20.7,10.9,8.5,11.2,335,144,Breakfast,555
2024-10-12,792,Banana,Fruits,455,41.3,19.6,42.7,9.8,15.5,942,275,Snack,757
2024-10-04,909,Chocolate,Snacks,58,42.4,46.9,5.1,4.8,45.7,581,47,Dinner,377
2024-07-29,666,Salmon,Meat,399,20.9,12.5,15.7,2.9,6.3,738,294,Breakfast,111
2024-12-08,670,Chips,Snacks,249,18.4,83.5,36.7,4.5,16.3,426,259,Snack,302
2024-06-28,710,Rice,Grains,110,21.0,31.2,43.4,8.5,39.0,677,57,Lunch,404
2024-03-01,195,Milk,Dairy,289,11.6,77.4,27.6,5.2,36.7,922,232,Lunch,614
2024-06-12,268,Tomato,Vegetables,234,10.1,30.2,44.6,6.9,42.5,432,228,Breakfast,390
2024-06-17,622,Coffee,Beverages,95,49.5,68.1,33.3,3.7,20.3,699,171,Dinner,610
2024-05-21,515,Eggs,Meat,401,16.3,52.4,16.2,5.6,38.7,891,252,Dinner,758
2024-08-14,952,Orange,Fruits,192,27.4,78.0,3.6,1.2,49.2,612,244,Snack,663
2024-07-04,367,Banana,Fruits,109,13.3,83.2,39.2,8.2,19.6,538,95,Snack,235
2024-06-18,703,Salmon,Meat,462,47.3,21.4,8.3,8.5,30.4,35,48,Breakfast,277
2024-08-01,702,Carrot,Vegetables,235,17.2,49.4,34.2,6.4,21.3,637,48,Lunch,367
2024-07-26,472,Banana,Fruits,73,18.5,98.6,28.8,1.3,49.3,377,297,Breakfast,434
2024-06-15,364,Strawberry,Fruits,495,20.4,30.7,21.9,1.8,40.9,52,216,Breakfast,138
2024-02-04,266,Eggs,Meat,300,30.1,40.4,49.6,9.5,38.1,570,60,Dinner,438
2024-08-17,97,Butter,Dairy,113,49.0,14.6,26.3,4.4,22.1,22,153,Breakfast,256
2024-06-04,222,Quinoa,Grains,390,45.2,9.9,28.1,7.2,33.7,154,93,Dinner,722
2024-10-13,401,Milk,Dairy,223,39.6,33.9,43.1,5.0,18.2,496,204,Lunch,526
2024-11-11,569,Milkshake,Beverages,151,6.6,73.0,9.7,2.1,30.0,102,281,Dinner,467
2024-09-12,325,Orange,Fruits,308,26.3,81.9,46.7,7.3,20.2,573,171,Snack,328
2024-10-28,352,Spinach,Vegetables,252,1.8,50.9,4.7,0.3,2.2,486,102,Lunch,187
2024-03-26,923,Cheese,Dairy,561,44.5,6.9,19.9,5.1,30.6,870,139,Lunch,897
2024-12-17,310,Orange Juice,Beverages,219,40.4,61.9,4.8,8.2,45.4,195,36,Breakfast,768
2024-06-04,814,Orange,Fruits,287,23.0,77.0,46.7,0.6,37.5,271,267,Dinner,491
2024-03-03,929,Chicken Breast,Meat,324,3.5,52.2,17.8,8.2,1.7,801,152,Lunch,244
2024-01-06,449,Orange Juice,Beverages,278,48.3,45.0,46.1,6.2,13.1,773,292,Dinner,385
2024-08-23,138,Chocolate,Snacks,203,44.6,23.1,45.8,1.1,25.8,40,48,Dinner,896
2024-07-01,435,Cheese,Dairy,204,5.9,8.8,20.6,5.0,15.9,992,27,Breakfast,530
2024-11-09,296,Spinach,Vegetables,251,2.5,15.9,41.6,8.0,31.9,291,53,Snack,251
2024-11-27,372,Potato,Vegetables,195,49.9,86.5,29.3,2.6,34.5,754,280,Breakfast,676
2024-05-05,319,Popcorn,Snacks,411,2.2,73.7,37.2,0.7,9.0,27,60,Lunch,387
2024-02-01,598,Pork Chop,Meat,338,10.8,92.5,31.3,4.1,38.0,196,40,Lunch,611
2024-12-29,955,Tomato,Vegetables,220,22.9,97.5,25.2,2.1,35.3,36,170,Breakfast,349
2024-12-06,651,Milkshake,Beverages,310,19.7,27.8,3.5,2.5,43.9,863,82,Breakfast,997
2024-05-04,298,Grapes,Fruits,314,15.1,40.8,21.9,1.9,1.8,394,294,Breakfast,874
2024-04-15,459,Rice,Grains,586,20.8,29.8,7.8,4.7,49.2,703,244,Dinner,130
2024-03-08,482,Nuts,Snacks,567,39.7,71.5,12.5,2.1,14.3,776,240,Snack,698
2024-05-07,124,Chips,Snacks,235,23.7,53.8,22.8,7.9,32.2,104,167,Dinner,528
2024-08-13,855,Salmon,Meat,509,19.8,58.7,45.5,8.3,13.1,140,212,Breakfast,261
2024-01-31,847,Chicken Breast,Meat,416,26.1,7.5,10.2,2.2,40.0,83,228,Snack,856
2024-07-02,873,Broccoli,Vegetables,415,30.6,54.3,47.3,8.0,33.1,852,13,Snack,115
2024-07-13,223,Potato,Vegetables,131,12.4,78.0,39.7,3.6,20.0,884,85,Lunch,405
2024-09-07,871,Yogurt,Dairy,583,30.2,28.0,19.7,7.1,0.2,415,54,Dinner,767
2024-10-20,964,Popcorn,Snacks,349,21.5,93.2,31.5,1.1,48.1,805,223,Breakfast,931
2024-08-03,86,Milkshake,Beverages,156,17.6,23.9,45.3,6.6,34.3,336,248,Breakfast,958
2024-05-30,27,Chicken Breast,Meat,127,36.9,23.2,26.4,5.4,16.5,989,275,Snack,721
2024-07-31,936,Green Tea,Beverages,54,13.0,88.6,16.4,7.0,9.3,95,53,Lunch,420
2024-02-20,692,Cookies,Snacks,327,33.8,24.7,49.1,5.1,9.4,322,80,Snack,672
2024-06-24,121,Banana,Fruits,364,41.0,31.3,41.1,5.4,17.1,392,275,Lunch,575
2024-04-14,514,Apple,Fruits,506,36.7,65.4,39.3,4.6,31.5,729,136,Lunch,889
2024-01-13,533,Eggs,Meat,396,36.7,23.4,29.0,4.8,15.1,500,215,Breakfast,217
2024-07-06,807,Tomato,Vegetables,509,2.8,76.6,11.7,5.7,34.9,948,276,Breakfast,624
2024-03-01,742,Milk,Dairy,70,8.5,28.8,35.6,6.8,20.1,43,209,Dinner,753
2024-12-07,761,Salmon,Meat,203,12.4,15.3,12.9,9.9,8.7,588,32,Lunch,172
2024-11-29,709,Nuts,Snacks,389,39.7,47.8,6.4,3.6,15.1,797,121,Lunch,903
2024-05-05,406,Spinach,Vegetables,51,41.3,62.4,49.4,7.7,20.2,866,32,Breakfast,543
2024-06-05,178,Coffee,Beverages,524,21.1,64.3,48.7,0.9,18.2,310,7,Dinner,458
2024-06-01,692,Pork Chop,Meat,271,33.9,25.9,1.9,5.2,33.7,737,50,Snack,359
2024-05-25,845,Pasta,Grains,82,43.5,52.1,40.5,0.3,12.2,379,216,Dinner,338
2024-02-25,35,Carrot,Vegetables,274,13.6,39.2,16.3,5.1,5.7,205,79,Breakfast,146
2024-12-15,117,Bread,Grains,403,37.0,6.4,34.9,0.6,25.7,888,182,Lunch,645
2024-05-26,293,Cheese,Dairy,286,31.1,84.3,36.0,0.4,9.3,467,151,Lunch,126
2024-10-09,514,Beef Steak,Meat,337,4.9,47.8,12.1,8.0,21.1,455,18,Breakfast,411
2024-03-16,267,Pasta,Grains,387,38.1,74.7,28.3,1.1,19.8,596,59,Breakfast,300
2024-12-18,936,Orange,Fruits,408,36.3,21.0,30.5,3.4,27.7,609,186,Dinner,499
2024-11-30,591,Rice,Grains,155,10.1,35.1,12.2,5.7,33.9,640,44,Breakfast,799
2024-10-07,67,Paneer,Dairy,545,44.3,16.1,18.1,9.3,30.6,704,168,Dinner,926
2024-10-31,878,Milk,Dairy,411,24.9,90.9,34.3,4.1,49.4,231,272,Lunch,406
2024-03-28,822,Chocolate,Snacks,107,38.9,77.4,7.0,4.3,37.1,642,271,Dinner,901
2024-04-14,262,Milk,Dairy,548,27.3,74.3,9.1,3.9,41.6,486,89,Snack,812
2024-03-21,871,Oats,Grains,594,47.8,56.6,18.3,2.3,4.2,429,130,Lunch,555
2024-07-10,767,Nuts,Snacks,57,13.8,25.9,49.8,7.6,0.5,922,114,Snack,409
2024-11-10,670,Broccoli,Vegetables,230,1.1,9.5,47.7,1.6,24.1,667,74,Dinner,577
2024-03-27,253,Apple,Fruits,177,1.2,35.1,12.8,7.9,27.2,409,179,Breakfast,476
2024-12-30,670,Salmon,Meat,596,26.4,56.6,17.1,9.7,30.6,840,286,Snack,309
2024-08-05,96,Eggs,Meat,210,19.9,39.2,14.6,9.4,40.8,687,175,Lunch,870
2024-09-01,784,Coffee,Beverages,250,18.6,62.7,7.4,1.8,5.3,542,157,Snack,557
2024-01-20,603,Orange Juice,Beverages,565,48.8,97.5,43.6,2.9,11.8,316,68,Breakfast,422
2024-01-04,159,Milk,Dairy,551,6.9,47.4,18.2,7.6,10.2,282,252,Breakfast,129
2024-01-07,420,Green Tea,Beverages,352,33.9,48.2,44.3,4.7,21.6,376,259,Lunch,522
2024-10-24,561,Rice,Grains,574,16.0,88.6,10.6,9.3,7.6,185,116,Dinner,448
2024-12-08,699,Spinach,Vegetables,380,46.8,34.0,14.6,1.4,19.1,586,167,Snack,816
2024-02-07,293,Paneer,Dairy,330,5.5,81.7,47.3,9.7,24.2,611,217,Snack,225
2024-07-28,950,Chicken Breast,Meat,516,48.5,19.4,26.3,4.5,14.6,716,176,Snack,811
2024-12-07,555,Cookies,Snacks,202,14.4,91.2,3.9,8.4,9.9,858,291,Snack,775
2024-09-06,353,Salmon,Meat,309,23.6,8.5,12.7,10.0,12.3,441,241,Lunch,647
2024-01-30,967,Strawberry,Fruits,222,47.4,89.3,1.1,0.4,40.1,589,256,Lunch,656
2024-10-24,394,Potato,Vegetables,134,2.2,53.2,22.4,2.1,0.6,198,118,Lunch,228
2024-11-09,946,Grapes,Fruits,56,17.6,41.4,24.8,4.1,8.2,145,233,Breakfast,650
2024-06-23,382,Chocolate,Snacks,599,43.5,95.8,46.0,3.9,38.4,140,294,Lunch,113
2024-06-22,628,Beef Steak,Meat,56,30.1,31.6,13.8,9.9,40.5,292,166,Snack,709
2024-04-03,673,Spinach,Vegetables,232,23.4,55.9,21.4,5.3,15.3,604,298,Breakfast,175
